0.0000000000	0.577545940876	0.002144001890	0.000320420600	0.000097319135	-85.576645438290	
76.0000000000	-nan	-nan	 nan	-nan	-nan	
77.0000000000	-nan	-nan	-nan	 nan	-nan	
78.0000000000	-nan	-nan	 nan	-nan	-nan	
79.0000000000	-nan	-nan	-nan	 nan	-nan	
80.0000000000	-nan	-nan	 nan	-nan	-nan	
81.0000000000	-nan	-nan	-nan	 nan	-nan	
82.0000000000	-nan	-nan	 nan	-nan	-nan	
83.0000000000	-nan	-nan	-nan	 nan	-nan	
84.0000000000	-nan	-nan	 nan	-nan	-nan	
85.0000000000	-nan	-nan	-nan	 nan	-nan	
86.0000000000	-nan	-nan	 nan	-nan	-nan	
87.0000000000	-nan	-nan	-nan	 nan	-nan	
88.0000000000	-nan	-nan	 nan	-nan	-nan	
89.0000000000	-nan	-nan	-nan	 nan	-nan	
90.0000000000	-nan	-nan	 nan	-nan	-nan	
91.0000000000	-nan	-nan	-nan	 nan	-nan	
92.0000000000	-nan	-nan	 nan	-nan	-nan	
93.0000000000	-nan	-nan	-nan	 nan	-nan	
94.0000000000	-nan	-nan	 nan	-nan	-nan	
95.0000000000	-nan	-nan	-nan	 nan	-nan	
96.0000000000	-nan	-nan	 nan	-nan	-nan	
97.0000000000	-nan	-nan	-nan	 nan	-nan	
98.0000000000	-nan	-nan	 nan	-nan	-nan	
99.0000000000	-nan	-nan	-nan	 nan	-nan	
100.0000000000	-nan	-nan	 nan	-nan	-nan	
101.0000000000	-nan	-nan	-nan	 nan	-nan	
102.0000000000	-nan	-nan	 nan	-nan	-nan	
103.0000000000	-nan	-nan	-nan	 nan	-nan	
104.0000000000	-nan	-nan	 nan	-nan	-nan	
105.0000000000	-nan	-nan	-nan	 nan	-nan	
106.0000000000	-nan	-nan	 nan	-nan	-nan	
107.0000000000	-nan	-nan	-nan	 nan	-nan	
108.0000000000	-nan	-nan	 nan	-nan	-nan	
109.0000000000	-nan	-nan	-nan	 nan	-nan	
110.0000000000	-nan	-nan	 nan	-nan	-nan	
111.0000000000	-nan	-nan	-nan	 nan	-nan	
112.0000000000	-nan	-nan	 nan	-nan	-nan	
113.0000000000	-nan	-nan	-nan	 nan	-nan	
114.0000000000	-nan	-nan	 nan	-nan	-nan	
115.0000000000	-nan	-nan	-nan	 nan	-nan	
116.0000000000	-nan	-nan	 nan	-nan	-nan	
117.0000000000	-nan	-nan	-nan	 nan	-nan	
118.0000000000	-nan	-nan	 nan	-nan	-nan	
119.0000000000	-nan	-nan	-nan	 nan	-nan	
120.0000000000	-nan	-nan	 nan	-nan	-nan	
121.0000000000	-nan	-nan	-nan	 nan	-nan	
122.0000000000	-nan	-nan	 nan	-nan	-nan	
123.0000000000	-nan	-nan	-nan	 nan	-nan	
124.0000000000	-nan	-nan	 nan	-nan	-nan	
125.0000000000	-nan	-nan	-nan	 nan	-nan	
126.0000000000	-nan	-nan	 nan	-nan	-nan	
127.0000000000	-nan	-nan	-nan	 nan	-nan	
128.0000000000	-nan	-nan	 nan	-nan	-nan	
129.0000000000	-nan	-nan	-nan	 nan	-nan	
130.0000000000	-nan	-nan	 nan	-nan	-nan	
131.0000000000	-nan	-nan	-nan	 nan	-nan	
132.0000000000	-nan	-nan	 nan	-nan	-nan	
133.0000000000	-nan	-nan	-nan	 nan	-nan	
134.0000000000	-nan	-nan	 nan	-nan	-nan	
135.0000000000	-nan	-nan	-nan	 nan	-nan	
136.0000000000	-nan	-nan	 nan	-nan	-nan	
137.0000000000	-nan	-nan	-nan	 nan	-nan	
138.0000000000	-nan	-nan	 nan	-nan	-nan	
139.0000000000	-nan	-nan	-nan	 nan	-nan	
140.0000000000	-nan	-nan	 nan	-nan	-nan	
141.0000000000	-nan	-nan	-nan	 nan	-nan	
142.0000000000	-nan	-nan	 nan	-nan	-nan	
143.0000000000	-nan	-nan	-nan	 nan	-nan	
144.0000000000	-nan	-nan	 nan	-nan	-nan	
145.0000000000	-nan	-nan	-nan	 nan	-nan	
146.0000000000	-nan	-nan	 nan	-nan	-nan	
147.0000000000	-nan	-nan	-nan	 nan	-nan	
148.0000000000	-nan	-nan	 nan	-nan	-nan	
149.0000000000	-nan	-nan	-nan	 nan	-nan	
150.0000000000	-nan	-nan	 nan	-nan	-nan	
151.0000000000	-nan	-nan	-nan	 nan	-nan	
152.0000000000	-nan	-nan	 nan	-nan	-nan	
153.0000000000	-nan	-nan	-nan	 nan	-nan	
154.0000000000	-nan	-nan	 nan	-nan	-nan	
155.0000000000	-nan	-nan	-nan	 nan	-nan	
156.0000000000	-nan	-nan	 nan	-nan	-nan	
157.0000000000	-nan	-nan	-nan	 nan	-nan	
158.0000000000	-nan	-nan	 nan	-nan	-nan	
159.0000000000	-nan	-nan	-nan	 nan	-nan	
160.0000000000	-nan	-nan	 nan	-nan	-nan	
161.0000000000	-nan	-nan	-nan	 nan	-nan	
162.0000000000	-nan	-nan	 nan	-nan	-nan	
163.0000000000	-nan	-nan	-nan	 nan	-nan	
164.0000000000	-nan	-nan	 nan	-nan	-nan	
165.0000000000	-nan	-nan	-nan	 nan	-nan	
166.0000000000	-nan	-nan	 nan	-nan	-nan	
167.0000000000	-nan	-nan	-nan	 nan	-nan	
168.0000000000	-nan	-nan	 nan	-nan	-nan	
169.0000000000	-nan	-nan	-nan	 nan	-nan	
170.0000000000	-nan	-nan	 nan	-nan	-nan	
171.0000000000	-nan	-nan	-nan	 nan	-nan	
172.0000000000	-nan	-nan	 nan	-nan	-nan	
173.0000000000	-nan	-nan	-nan	 nan	-nan	
174.0000000000	-nan	-nan	 nan	-nan	-nan	
175.0000000000	-nan	-nan	-nan	 nan	-nan	
176.0000000000	-nan	-nan	 nan	-nan	-nan	
177.0000000000	-nan	-nan	-nan	 nan	-nan	
178.0000000000	-nan	-nan	 nan	-nan	-nan	
179.0000000000	-nan	-nan	-nan	 nan	-nan	
180.0000000000	-nan	-nan	 nan	-nan	-nan	
181.0000000000	-nan	-nan	-nan	 nan	-nan	
182.0000000000	-nan	-nan	 nan	-nan	-nan	
183.0000000000	-nan	-nan	-nan	 nan	-nan	
184.0000000000	-nan	-nan	 nan	-nan	-nan	
185.0000000000	-nan	-nan	-nan	 nan	-nan	
186.0000000000	-nan	-nan	 nan	-nan	-nan	
187.0000000000	-nan	-nan	-nan	 nan	-nan	
188.0000000000	-nan	-nan	 nan	-nan	-nan	
189.0000000000	-nan	-nan	-nan	 nan	-nan	
190.0000000000	-nan	-nan	 nan	-nan	-nan	
191.0000000000	-nan	-nan	-nan	 nan	-nan	
192.0000000000	-nan	-nan	 nan	-nan	-nan	
193.0000000000	-nan	-nan	-nan	 nan	-nan	
194.0000000000	-nan	-nan	 nan	-nan	-nan	
195.0000000000	-nan	-nan	-nan	 nan	-nan	
196.0000000000	-nan	-nan	 nan	-nan	-nan	
197.0000000000	-nan	-nan	-nan	 nan	-nan	
198.0000000000	-nan	-nan	 nan	-nan	-nan	
199.0000000000	-nan	-nan	-nan	 nan	-nan	
200.0000000000	-nan	-nan	 nan	-nan	-nan	
201.0000000000	-nan	-nan	-nan	 nan	-nan	
202.0000000000	-nan	-nan	 nan	-nan	-nan	
203.0000000000	-nan	-nan	-nan	 nan	-nan	
204.0000000000	-nan	-nan	 nan	-nan	-nan	
205.0000000000	-nan	-nan	-nan	 nan	-nan	
206.0000000000	-nan	-nan	 nan	-nan	-nan	
207.0000000000	-nan	-nan	-nan	 nan	-nan	
208.0000000000	-nan	-nan	 nan	-nan	-nan	
209.0000000000	-nan	-nan	-nan	 nan	-nan	
210.0000000000	-nan	-nan	 nan	-nan	-nan	
211.0000000000	-nan	-nan	-nan	 nan	-nan	
212.0000000000	-nan	-nan	 nan	-nan	-nan	
213.0000000000	-nan	-nan	-nan	 nan	-nan	
214.0000000000	-nan	-nan	 nan	-nan	-nan	
215.0000000000	-nan	-nan	-nan	 nan	-nan	
216.0000000000	-nan	-nan	 nan	-nan	-nan	
217.0000000000	-nan	-nan	-nan	 nan	-nan	
218.0000000000	-nan	-nan	 nan	-nan	-nan	
219.0000000000	-nan	-nan	-nan	 nan	-nan	
220.0000000000	-nan	-nan	 nan	-nan	-nan	
221.0000000000	-nan	-nan	-nan	 nan	-nan	
222.0000000000	-nan	-nan	 nan	-nan	-nan	
223.0000000000	-nan	-nan	-nan	 nan	-nan	
224.0000000000	-nan	-nan	 nan	-nan	-nan	
225.0000000000	-nan	-nan	-nan	 nan	-nan	
226.0000000000	-nan	-nan	 nan	-nan	-nan	
227.0000000000	-nan	-nan	-nan	 nan	-nan	
228.0000000000	-nan	-nan	 nan	-nan	-nan	
229.0000000000	-nan	-nan	-nan	 nan	-nan	
230.0000000000	-nan	-nan	 nan	-nan	-nan	
231.0000000000	-nan	-nan	-nan	 nan	-nan	
232.0000000000	-nan	-nan	 nan	-nan	-nan	
233.0000000000	-nan	-nan	-nan	 nan	-nan	
234.0000000000	-nan	-nan	 nan	-nan	-nan	
235.0000000000	-nan	-nan	-nan	 nan	-nan	
236.0000000000	-nan	-nan	 nan	-nan	-nan	
237.0000000000	-nan	-nan	-nan	 nan	-nan	
238.0000000000	-nan	-nan	 nan	-nan	-nan	
239.0000000000	-nan	-nan	-nan	 nan	-nan	
240.0000000000	-nan	-nan	 nan	-nan	-nan	
241.0000000000	-nan	-nan	-nan	 nan	-nan	
242.0000000000	-nan	-nan	 nan	-nan	-nan	
243.0000000000	-nan	-nan	-nan	 nan	-nan	
244.0000000000	-nan	-nan	 nan	-nan	-nan	
245.0000000000	-nan	-nan	-nan	 nan	-nan	
246.0000000000	-nan	-nan	 nan	-nan	-nan	
247.0000000000	-nan	-nan	-nan	 nan	-nan	
248.0000000000	-nan	-nan	 nan	-nan	-nan	
249.0000000000	-nan	-nan	-nan	 nan	-nan	
250.0000000000	-nan	-nan	 nan	-nan	-nan	
251.0000000000	-nan	-nan	-nan	 nan	-nan	
252.0000000000	-nan	-nan	 nan	-nan	-nan	
253.0000000000	-nan	-nan	-nan	 nan	-nan	
254.0000000000	-nan	-nan	 nan	-nan	-nan	
255.0000000000	-nan	-nan	-nan	 nan	-nan	
256.0000000000	-nan	-nan	 nan	-nan	-nan	
257.0000000000	-nan	-nan	-nan	 nan	-nan	
258.0000000000	-nan	-nan	 nan	-nan	-nan	
259.0000000000	-nan	-nan	-nan	 nan	-nan	
260.0000000000	-nan	-nan	 nan	-nan	-nan	
261.0000000000	-nan	-nan	-nan	 nan	-nan	
262.0000000000	-nan	-nan	 nan	-nan	-nan	
263.0000000000	-nan	-nan	-nan	 nan	-nan	
264.0000000000	-nan	-nan	 nan	-nan	-nan	
265.0000000000	-nan	-nan	-nan	 nan	-nan	
266.0000000000	-nan	-nan	 nan	-nan	-nan	
267.0000000000	-nan	-nan	-nan	 nan	-nan	
268.0000000000	-nan	-nan	 nan	-nan	-nan	
269.0000000000	-nan	-nan	-nan	 nan	-nan	
270.0000000000	-nan	-nan	 nan	-nan	-nan	
271.0000000000	-nan	-nan	-nan	 nan	-nan	
272.0000000000	-nan	-nan	 nan	-nan	-nan	
273.0000000000	-nan	-nan	-nan	 nan	-nan	
274.0000000000	-nan	-nan	 nan	-nan	-nan	
275.0000000000	-nan	-nan	-nan	 nan	-nan	
276.0000000000	-nan	-nan	 nan	-nan	-nan	
277.0000000000	-nan	-nan	-nan	 nan	-nan	
278.0000000000	-nan	-nan	 nan	-nan	-nan	
279.0000000000	-nan	-nan	-nan	 nan	-nan	
280.0000000000	-nan	-nan	 nan	-nan	-nan	
281.0000000000	-nan	-nan	-nan	 nan	-nan	
282.0000000000	-nan	-nan	 nan	-nan	-nan	
283.0000000000	-nan	-nan	-nan	 nan	-nan	
284.0000000000	-nan	-nan	 nan	-nan	-nan	
285.0000000000	-nan	-nan	-nan	 nan	-nan	
286.0000000000	-nan	-nan	 nan	-nan	-nan	
287.0000000000	-nan	-nan	-nan	 nan	-nan	
288.0000000000	-nan	-nan	 nan	-nan	-nan	
289.0000000000	-nan	-nan	-nan	 nan	-nan	
290.0000000000	-nan	-nan	 nan	-nan	-nan	
291.0000000000	-nan	-nan	-nan	 nan	-nan	
292.0000000000	-nan	-nan	 nan	-nan	-nan	
293.0000000000	-nan	-nan	-nan	 nan	-nan	
294.0000000000	-nan	-nan	 nan	-nan	-nan	
295.0000000000	-nan	-nan	-nan	 nan	-nan	
296.0000000000	-nan	-nan	 nan	-nan	-nan	
297.0000000000	-nan	-nan	-nan	 nan	-nan	
298.0000000000	-nan	-nan	 nan	-nan	-nan	
299.0000000000	-nan	-nan	-nan	 nan	-nan	
300.0000000000	-nan	-nan	 nan	-nan	-nan	
301.0000000000	-nan	-nan	-nan	 nan	-nan	
302.0000000000	-nan	-nan	 nan	-nan	-nan	
303.0000000000	-nan	-nan	-nan	 nan	-nan	
304.0000000000	-nan	-nan	 nan	-nan	-nan	
305.0000000000	-nan	-nan	-nan	 nan	-nan	
306.0000000000	-nan	-nan	 nan	-nan	-nan	
307.0000000000	-nan	-nan	-nan	 nan	-nan	
308.0000000000	-nan	-nan	 nan	-nan	-nan	
309.0000000000	-nan	-nan	-nan	 nan	-nan	
310.0000000000	-nan	-nan	 nan	-nan	-nan	
311.0000000000	-nan	-nan	-nan	 nan	-nan	
312.0000000000	-nan	-nan	 nan	-nan	-nan	
313.0000000000	-nan	-nan	-nan	 nan	-nan	
314.0000000000	-nan	-nan	 nan	-nan	-nan	
315.0000000000	-nan	-nan	-nan	 nan	-nan	
316.0000000000	-nan	-nan	 nan	-nan	-nan	
317.0000000000	-nan	-nan	-nan	 nan	-nan	
318.0000000000	-nan	-nan	 nan	-nan	-nan	
319.0000000000	-nan	-nan	-nan	 nan	-nan	
320.0000000000	-nan	-nan	 nan	-nan	-nan	
321.0000000000	-nan	-nan	-nan	 nan	-nan	
322.0000000000	-nan	-nan	 nan	-nan	-nan	
323.0000000000	-nan	-nan	-nan	 nan	-nan	
324.0000000000	-nan	-nan	 nan	-nan	-nan	
325.0000000000	-nan	-nan	-nan	 nan	-nan	
326.0000000000	-nan	-nan	 nan	-nan	-nan	
327.0000000000	-nan	-nan	-nan	 nan	-nan	
328.0000000000	-nan	-nan	 nan	-nan	-nan	
329.0000000000	-nan	-nan	-nan	 nan	-nan	
330.0000000000	-nan	-nan	 nan	-nan	-nan	
331.0000000000	-nan	-nan	-nan	 nan	-nan	
332.0000000000	-nan	-nan	 nan	-nan	-nan	
333.0000000000	-nan	-nan	-nan	 nan	-nan	
334.0000000000	-nan	-nan	 nan	-nan	-nan	
335.0000000000	-nan	-nan	-nan	 nan	-nan	
336.0000000000	-nan	-nan	 nan	-nan	-nan	
337.0000000000	-nan	-nan	-nan	 nan	-nan	
338.0000000000	-nan	-nan	 nan	-nan	-nan	
339.0000000000	-nan	-nan	-nan	 nan	-nan	
340.0000000000	-nan	-nan	 nan	-nan	-nan	
341.0000000000	-nan	-nan	-nan	 nan	-nan	
342.0000000000	-nan	-nan	 nan	-nan	-nan	
343.0000000000	-nan	-nan	-nan	 nan	-nan	
344.0000000000	-nan	-nan	 nan	-nan	-nan	
345.0000000000	-nan	-nan	-nan	 nan	-nan	
346.0000000000	-nan	-nan	 nan	-nan	-nan	
347.0000000000	-nan	-nan	-nan	 nan	-nan	
348.0000000000	-nan	-nan	 nan	-nan	-nan	
349.0000000000	-nan	-nan	-nan	 nan	-nan	
350.0000000000	-nan	-nan	 nan	-nan	-nan	
351.0000000000	-nan	-nan	-nan	 nan	-nan	
352.0000000000	-nan	-nan	 nan	-nan	-nan	
353.0000000000	-nan	-nan	-nan	 nan	-nan	
354.0000000000	-nan	-nan	 nan	-nan	-nan	
355.0000000000	-nan	-nan	-nan	 nan	-nan	
356.0000000000	-nan	-nan	 nan	-nan	-nan	
357.0000000000	-nan	-nan	-nan	 nan	-nan	
358.0000000000	-nan	-nan	 nan	-nan	-nan	
359.0000000000	-nan	-nan	-nan	 nan	-nan	
360.0000000000	-nan	-nan	 nan	-nan	-nan	
361.0000000000	-nan	-nan	-nan	 nan	-nan	
362.0000000000	-nan	-nan	 nan	-nan	-nan	
363.0000000000	-nan	-nan	-nan	 nan	-nan	
364.0000000000	-nan	-nan	 nan	-nan	-nan	
365.0000000000	-nan	-nan	-nan	 nan	-nan	
366.0000000000	-nan	-nan	 nan	-nan	-nan	
367.0000000000	-nan	-nan	-nan	 nan	-nan	
368.0000000000	-nan	-nan	 nan	-nan	-nan	
369.0000000000	-nan	-nan	-nan	 nan	-nan	
370.0000000000	-nan	-nan	 nan	-nan	-nan	
371.0000000000	-nan	-nan	-nan	 nan	-nan	
372.0000000000	-nan	-nan	 nan	-nan	-nan	
373.0000000000	-nan	-nan	-nan	 nan	-nan	
374.0000000000	-nan	-nan	 nan	-nan	-nan	
375.0000000000	-nan	-nan	-nan	 nan	-nan	
376.0000000000	-nan	-nan	 nan	-nan	-nan	
377.0000000000	-nan	-nan	-nan	 nan	-nan	
378.0000000000	-nan	-nan	 nan	-nan	-nan	
379.0000000000	-nan	-nan	-nan	 nan	-nan	
380.0000000000	-nan	-nan	 nan	-nan	-nan	
381.0000000000	-nan	-nan	-nan	 nan	-nan	
382.0000000000	-nan	-nan	 nan	-nan	-nan	
383.0000000000	-nan	-nan	-nan	 nan	-nan	
384.0000000000	-nan	-nan	 nan	-nan	-nan	
385.0000000000	-nan	-nan	-nan	 nan	-nan	
386.0000000000	-nan	-nan	 nan	-nan	-nan	
387.0000000000	-nan	-nan	-nan	 nan	-nan	
388.0000000000	-nan	-nan	 nan	-nan	-nan	
389.0000000000	-nan	-nan	-nan	 nan	-nan	
390.0000000000	-nan	-nan	 nan	-nan	-nan	
391.0000000000	-nan	-nan	-nan	 nan	-nan	
392.0000000000	-nan	-nan	 nan	-nan	-nan	
393.0000000000	-nan	-nan	-nan	 nan	-nan	
394.0000000000	-nan	-nan	 nan	-nan	-nan	
395.0000000000	-nan	-nan	-nan	 nan	-nan	
396.0000000000	-nan	-nan	 nan	-nan	-nan	
397.0000000000	-nan	-nan	-nan	 nan	-nan	
398.0000000000	-nan	-nan	 nan	-nan	-nan	
399.0000000000	-nan	-nan	-nan	 nan	-nan	
400.0000000000	-nan	-nan	 nan	-nan	-nan	
401.0000000000	-nan	-nan	-nan	 nan	-nan	
402.0000000000	-nan	-nan	 nan	-nan	-nan	
403.0000000000	-nan	-nan	-nan	 nan	-nan	
404.0000000000	-nan	-nan	 nan	-nan	-nan	
405.0000000000	-nan	-nan	-nan	 nan	-nan	
406.0000000000	-nan	-nan	 nan	-nan	-nan	
407.0000000000	-nan	-nan	-nan	 nan	-nan	
408.0000000000	-nan	-nan	 nan	-nan	-nan	
409.0000000000	-nan	-nan	-nan	 nan	-nan	
410.0000000000	-nan	-nan	 nan	-nan	-nan	
411.0000000000	-nan	-nan	-nan	 nan	-nan	
412.0000000000	-nan	-nan	 nan	-nan	-nan	
413.0000000000	-nan	-nan	-nan	 nan	-nan	
414.0000000000	-nan	-nan	 nan	-nan	-nan	
415.0000000000	-nan	-nan	-nan	 nan	-nan	
416.0000000000	-nan	-nan	 nan	-nan	-nan	
417.0000000000	-nan	-nan	-nan	 nan	-nan	
418.0000000000	-nan	-nan	 nan	-nan	-nan	
419.0000000000	-nan	-nan	-nan	 nan	-nan	
420.0000000000	-nan	-nan	 nan	-nan	-nan	
421.0000000000	-nan	-nan	-nan	 nan	-nan	
422.0000000000	-nan	-nan	 nan	-nan	-nan	
423.0000000000	-nan	-nan	-nan	 nan	-nan	
424.0000000000	-nan	-nan	 nan	-nan	-nan	
425.0000000000	-nan	-nan	-nan	 nan	-nan	
426.0000000000	-nan	-nan	 nan	-nan	-nan	
427.0000000000	-nan	-nan	-nan	 nan	-nan	
428.0000000000	-nan	-nan	 nan	-nan	-nan	
429.0000000000	-nan	-nan	-nan	 nan	-nan	
430.0000000000	-nan	-nan	 nan	-nan	-nan	
431.0000000000	-nan	-nan	-nan	 nan	-nan	
432.0000000000	-nan	-nan	 nan	-nan	-nan	
433.0000000000	-nan	-nan	-nan	 nan	-nan	
434.0000000000	-nan	-nan	 nan	-nan	-nan	
435.0000000000	-nan	-nan	-nan	 nan	-nan	
436.0000000000	-nan	-nan	 nan	-nan	-nan	
437.0000000000	-nan	-nan	-nan	 nan	-nan	
438.0000000000	-nan	-nan	 nan	-nan	-nan	
439.0000000000	-nan	-nan	-nan	 nan	-nan	
440.0000000000	-nan	-nan	 nan	-nan	-nan	
441.0000000000	-nan	-nan	-nan	 nan	-nan	
442.0000000000	-nan	-nan	 nan	-nan	-nan	
443.0000000000	-nan	-nan	-nan	 nan	-nan	
444.0000000000	-nan	-nan	 nan	-nan	-nan	
445.0000000000	-nan	-nan	-nan	 nan	-nan	
446.0000000000	-nan	-nan	 nan	-nan	-nan	
447.0000000000	-nan	-nan	-nan	 nan	-nan	
448.0000000000	-nan	-nan	 nan	-nan	-nan	
449.0000000000	-nan	-nan	-nan	 nan	-nan	
450.0000000000	-nan	-nan	 nan	-nan	-nan	
451.0000000000	-nan	-nan	-nan	 nan	-nan	
452.0000000000	-nan	-nan	 nan	-nan	-nan	
453.0000000000	-nan	-nan	-nan	 nan	-nan	
454.0000000000	-nan	-nan	 nan	-nan	-nan	
455.0000000000	-nan	-nan	-nan	 nan	-nan	
456.0000000000	-nan	-nan	 nan	-nan	-nan	
457.0000000000	-nan	-nan	-nan	 nan	-nan	
458.0000000000	-nan	-nan	 nan	-nan	-nan	
459.0000000000	-nan	-nan	-nan	 nan	-nan	
460.0000000000	-nan	-nan	 nan	-nan	-nan	
461.0000000000	-nan	-nan	-nan	 nan	-nan	
462.0000000000	-nan	-nan	 nan	-nan	-nan	
463.0000000000	-nan	-nan	-nan	 nan	-nan	
464.0000000000	-nan	-nan	 nan	-nan	-nan	
465.0000000000	-nan	-nan	-nan	 nan	-nan	
466.0000000000	-nan	-nan	 nan	-nan	-nan	
467.0000000000	-nan	-nan	-nan	 nan	-nan	
468.0000000000	-nan	-nan	 nan	-nan	-nan	
469.0000000000	-nan	-nan	-nan	 nan	-nan	
470.0000000000	-nan	-nan	 nan	-nan	-nan	
471.0000000000	-nan	-nan	-nan	 nan	-nan	
472.0000000000	-nan	-nan	 nan	-nan	-nan	
473.0000000000	-nan	-nan	-nan	 nan	-nan	
474.0000000000	-nan	-nan	 nan	-nan	-nan	
475.0000000000	-nan	-nan	-nan	 nan	-nan	
476.0000000000	-nan	-nan	 nan	-nan	-nan	
477.0000000000	-nan	-nan	-nan	 nan	-nan	
478.0000000000	-nan	-nan	 nan	-nan	-nan	
479.0000000000	-nan	-nan	-nan	 nan	-nan	
480.0000000000	-nan	-nan	 nan	-nan	-nan	
481.0000000000	-nan	-nan	-nan	 nan	-nan	
482.0000000000	-nan	-nan	 nan	-nan	-nan	
483.0000000000	-nan	-nan	-nan	 nan	-nan	
484.0000000000	-nan	-nan	 nan	-nan	-nan	
485.0000000000	-nan	-nan	-nan	 nan	-nan	
486.0000000000	-nan	-nan	 nan	-nan	-nan	
487.0000000000	-nan	-nan	-nan	 nan	-nan	
488.0000000000	-nan	-nan	 nan	-nan	-nan	
489.0000000000	-nan	-nan	-nan	 nan	-nan	
490.0000000000	-nan	-nan	 nan	-nan	-nan	
491.0000000000	-nan	-nan	-nan	 nan	-nan	
492.0000000000	-nan	-nan	 nan	-nan	-nan	
493.0000000000	-nan	-nan	-nan	 nan	-nan	
494.0000000000	-nan	-nan	 nan	-nan	-nan	
495.0000000000	-nan	-nan	-nan	 nan	-nan	
496.0000000000	-nan	-nan	 nan	-nan	-nan	
