82
0 80
0.5 80
0.6 0
999 0
1000 80
1000.5 80
1000.6 0
1999 0
2000 80
2000.5 80
2000.6 0
2999 0
3000 80
3000.5 80
3000.6 0
3005.5 0
3005.6 0.7
3999 0.7
4000 80
4000.5 80
4000.6 0
4999 0
5000 80
5000.5 80
5000.6 0
5999 0
6000 80
6000.5 80
6000.6 0
6005.5 0
6005.6 0.71
6999 0.71
7000 80
7000.5 80
7000.6 0
7999 0
8000 80
8000.5 80
8000.6 0
8999 0
9000 80
9000.5 80
9000.6 0
9005.5 0
9005.6 0.72
9999 0.72
10000 80
10000.5 80
10000.6 0
10999 0
11000 80
11000.5 80
11000.6 0
11999 0
12000 80
12000.5 80
12000.6 0
12005.5 0
12005.6 0.73
12999 0.73
13000 80
13000.5 80
13000.6 0
13999 0
14000 80
14000.5 80
14000.6 0
14999 0
15000 80
15000.5 80
15000.6 0
15005.5 0
15005.6 0.74
15999 0.74
16000 80
16000.5 80
16000.6 0
16999 0
17000 80
17000.5 80
17000.6 0
17999 0
